color_name,hex,R,G,B,color_class
Camouflage Green,#619e6d,97,158,109,Green
Han Purple,#421bcf,66,27,207,Blue
Napier Green,#266c0e,38,108,14,Green
Jungle Green,#24af8c,36,175,140,Green
Pale Carmine,#a64e31,166,78,49,Brown
Sapphire,#124ad2,18,74,210,Blue
Dark Khaki,#b2ca6b,178,202,107,Green
Wenge,#6c4b62,108,75,98,Purple
Razzle Dazzle Rose,#da2cd4,218,44,212,Pink
Ufo Green,#3df979,61,249,121,Green
Purple Heart,#772bb8,119,43,184,Purple
Green-Yellow,#a8fe1d,168,254,29,Green
Amaranth,#f42c48,244,44,72,Red
Lime Green,#34a637,52,166,55,Green
Pastel Brown,#796a4c,121,106,76,Grey
Shocking Pink,#da13c0,218,19,192,Pink
United Nations Blue,#55b8e5,85,184,229,Blue
Green (Ryb),#4cb036,76,176,54,Green
Cadet Blue,#67ad9e,103,173,158,Green
Ginger,#a56007,165,96,7,Brown
Urobilin,#f1b025,241,176,37,Orange
Rose Quartz,#b097a2,176,151,162,Purple
Lincoln Green,#1f671a,31,103,26,Green
Teal Blue,#2a7898,42,120,152,Blue
Moonstone Blue,#66afc6,102,175,198,Blue
Dark Pastel Green,#0ec41d,14,196,29,Green
Forest Green (Web),#239323,35,147,35,Green
Myrtle,#27430f,39,67,15,Green
Olive Drab (Web) (Olive Drab #3),#77933c,119,147,60,Green
Dark Orchid,#8f30b5,143,48,181,Pink
Spiro Disco Ball,#0cbaf1,12,186,241,Blue
Blue (Ryb),#1550f3,21,80,243,Blue
Field Drab,#665a14,102,90,20,Brown
Dandelion,#f2d332,242,211,50,Yellow
Blue (Ryb),#0442ee,4,66,238,Blue
Lawn Green,#86e014,134,224,20,Green
Medium Orchid,#b73ad6,183,58,214,Pink
Purple Heart,#5c4098,92,64,152,Purple
Han Purple,#442bfc,68,43,252,Blue
Han Purple,#4b2ce9,75,44,233,Blue
Tyrian Purple,#5f082f,95,8,47,Pink
Copper Penny,#b36c68,179,108,104,Red
Midnight Blue,#261558,38,21,88,Blue
Pearly Purple,#b46fa0,180,111,160,Purple
Shocking Pink,#da1ec0,218,30,192,Pink
Deep Carmine,#b12047,177,32,71,Red
Pale Pink,#f3d2db,243,210,219,Red
Pale Robin Egg Blue,#9be0c6,155,224,198,Green
Malachite,#27fe4e,39,254,78,Green
Medium Jungle Green,#1c3131,28,49,49,Green
Veronica,#b33def,179,61,239,Pink
Dark Slate Gray,#265358,38,83,88,Green
Rich Lavender,#a858cc,168,88,204,Purple
Purple Pizzazz,#fd53d6,253,83,214,Pink
Han Purple,#2116f8,33,22,248,Blue
Raspberry Pink,#df5b9a,223,91,154,Pink
Spiro Disco Ball,#06cef5,6,206,245,Blue
Hot Magenta,#dc21d2,220,33,210,Pink
Citrine,#ccbc0c,204,188,12,Yellow
Kelly Green,#43991e,67,153,30,Green
Smoky Black,#060910,6,9,16,Black
Antique Brass,#ce8978,206,137,120,Brown
Magenta (Dye),#ca2b7d,202,43,125,Pink
Celestial Blue,#3296d4,50,150,212,Blue
Midnight Green (Eagle Green),#034d5f,3,77,95,Blue
Baby Blue Eyes,#a1c3f0,161,195,240,Blue
Byzantine,#c01dbe,192,29,190,Pink
Radical Red,#f53262,245,50,98,Red
New York Pink,#d9887e,217,136,126,Brown
French Lilac,#895d96,137,93,150,Purple
Electric Cyan,#3af9fa,58,249,250,Blue
Amethyst,#835fc9,131,95,201,Purple
Medium Spring Green,#2bf6a0,43,246,160,Green
Caribbean Green,#0fcd7c,15,205,124,Green
Razzmatazz,#e12778,225,39,120,Pink
Pear,#d0d72e,208,215,46,Yellow
Yale Blue,#1d4498,29,68,152,Blue
Sea Green,#357b50,53,123,80,Green
Medium Sea Green,#2c9f6e,44,159,110,Green
Pastel Green,#62d97f,98,217,127,Green
Flax,#e3d785,227,215,133,Yellow
Maroon (Crayola),#b62651,182,38,81,Red
Lime Green,#1bcb03,27,203,3,Green
Alloy Orange,#c76c17,199,108,23,Orange
Pastel Gray,#c9d7b2,201,215,178,Green
Saffron,#daca2a,218,202,42,Yellow
Vivid Burgundy,#9e1e38,158,30,56,Red
Light Red Ochre,#dc744e,220,116,78,Orange
Dandelion,#e1eb2c,225,235,44,Yellow
Maya Blue,#50c8f6,80,200,246,Blue
North Texas Green,#129841,18,152,65,Green
Deep Lilac,#a747b6,167,71,182,Pink
Old Gold,#cab827,202,184,39,Yellow
Flavescent,#f5ee9c,245,238,156,Yellow
Olive Drab (Web) (Olive Drab #3),#6d9125,109,145,37,Green
Blue Sapphire,#0f5879,15,88,121,Blue
Maya Blue,#80b5fa,128,181,250,Blue
Moonstone Blue,#75b8a9,117,184,169,Green
Lavender (Floral),#be83dc,190,131,220,Pink
Teal,#0f8184,15,129,132,Green
Ufo Green,#1ed684,30,214,132,Green
Cadmium Orange,#e48729,228,135,41,Orange
Terra Cotta,#e07e62,224,126,98,Brown
Lava,#cf1c1a,207,28,26,Red
Resolution Blue,#152486,21,36,134,Blue
Egyptian Blue,#1733a4,23,51,164,Blue
Cal Poly Green,#225834,34,88,52,Green
Black Bean,#440f02,68,15,2,Brown
Medium Aquamarine,#5ad9ba,90,217,186,Green
Deep Cerise,#d43984,212,57,132,Pink
Dark Yellow,#9a882a,154,136,42,Green
Green (Ryb),#6ab347,106,179,71,Green
Olive Drab (Web) (Olive Drab #3),#5f851e,95,133,30,Green
True Blue,#0183d9,1,131,217,Blue
Hunter Green,#386f30,56,111,48,Green
Carmine Pink,#e85842,232,88,66,Red
Coffee,#69503d,105,80,61,Brown
Russet,#824c24,130,76,36,Brown
Aquamarine,#5efad4,94,250,212,Green
Vivid Tangerine,#fca78a,252,167,138,Orange
Hot Pink,#fd60be,253,96,190,Pink
Light Sky Blue,#88d4fe,136,212,254,Blue
Limerick,#aebc01,174,188,1,Green
Ruddy Pink,#e38892,227,136,146,Red
Aquamarine,#6bedd9,107,237,217,Blue
Pine Green,#1a796f,26,121,111,Green
Blue-Violet,#7a1ecf,122,30,207,Purple
Cal Poly Green,#0d4d2d,13,77,45,Green
Turquoise,#26deb3,38,222,179,Green
Veronica,#a718dc,167,24,220,Purple
Purple Heart,#5a149a,90,20,154,Purple
Olive Drab (Web) (Olive Drab #3),#688b45,104,139,69,Green
Forest Green (Web),#0a8b21,10,139,33,Green
Dark Violet,#ac13d3,172,19,211,Purple
Citrine,#c4cd0f,196,205,15,Yellow
Caribbean Green,#10df8f,16,223,143,Green
Dark Gray,#b0b0b0,176,176,176,Grey
Otter Brown,#692f22,105,47,34,Brown
Indigo (Web),#4605b0,70,5,176,Blue
Tangerine,#ec9004,236,144,4,Orange
Urobilin,#d0b119,208,177,25,Yellow
Sea Green,#30834d,48,131,77,Green
Pale Gold,#e5bc98,229,188,152,Brown
Blue (Pigment),#401eb0,64,30,176,Blue
Asparagus,#7d9f56,125,159,86,Green
Inchworm,#a1ec53,161,236,83,Green
Old Gold,#d2bf40,210,191,64,Yellow
Persian Blue,#2111b7,33,17,183,Blue
Red (Pigment),#f52222,245,34,34,Red
Golden Brown,#aa6c13,170,108,19,Brown
Bright Ube,#d5a7e7,213,167,231,Purple
June Bud,#c6d354,198,211,84,Green
Citrine,#ccbc06,204,188,6,Yellow
Majorelle Blue,#5059de,80,89,222,Blue
Dark Slate Gray,#1a5956,26,89,86,Green
Iris,#623dc0,98,61,192,Purple
Stormcloud,#52656b,82,101,107,Grey
Asparagus,#66ab76,102,171,118,Green
French Lilac,#8a63aa,138,99,170,Purple
Medium Spring Green,#04fd9f,4,253,159,Green
Pastel Magenta,#fb9ec0,251,158,192,Pink
Rose Quartz,#a296a3,162,150,163,Grey
United Nations Blue,#538be3,83,139,227,Blue
Pale Green,#a3fa96,163,250,150,Green
Bleu De France,#287eef,40,126,239,Blue
Pastel Green,#64e080,100,224,128,Green
Rich Brilliant Lavender,#ecacfe,236,172,254,Pink
Purple Pizzazz,#f24bf5,242,75,245,Pink
Zinnwaldite Brown,#290501,41,5,1,Brown
Dark Cerulean,#1e4786,30,71,134,Blue
Burgundy,#7f0036,127,0,54,Pink
Glitter,#cfedf2,207,237,242,Blue
Dark Olive Green,#596913,89,105,19,Green
Magic Mint,#c0eccc,192,236,204,Green
Neon Green,#36fc25,54,252,37,Green
Lime Green,#2ac321,42,195,33,Green
Lime Green,#29bf33,41,191,51,Green
Cornell Red,#b31621,179,22,33,Red
Maize,#f7ea4e,247,234,78,Yellow
Lawn Green,#8de504,141,229,4,Green
Flavescent,#fded91,253,237,145,Yellow
Baby Blue,#7bcaf2,123,202,242,Blue
Prussian Blue,#1b2e50,27,46,80,Blue
Citrine,#cec411,206,196,17,Yellow
Red Devil,#82020c,130,2,12,Red
Ucla Blue,#5465a1,84,101,161,Blue
Fuchsia (Crayola),#b450b0,180,80,176,Pink
Dark Violet,#8710cd,135,16,205,Purple
Lime Green,#35ab43,53,171,67,Green
Egyptian Blue,#1533ab,21,51,171,Blue
China Rose,#9e4d78,158,77,120,Purple
Apple Green,#8a9f13,138,159,19,Green
Lime Green,#17d119,23,209,25,Green
Violet (Ryb),#862eaf,134,46,175,Purple
Lime Green,#36da26,54,218,38,Green
Medium Orchid,#c737e9,199,55,233,Pink
Payne'S Grey,#48567d,72,86,125,Blue
Raw Umber,#818233,129,130,51,Green
Lincoln Green,#1d6319,29,99,25,Green
Plum (Traditional),#9c3994,156,57,148,Purple
Burgundy,#7d0b28,125,11,40,Red
Gray (X11 Gray),#bcb7c1,188,183,193,Grey
Light Red Ochre,#ea7e4a,234,126,74,Orange
Majorelle Blue,#4d4fe0,77,79,224,Blue
Limerick,#a7ae0f,167,174,15,Green
Celestial Blue,#3ba0c6,59,160,198,Blue
Fuchsia (Crayola),#dc5dbb,220,93,187,Pink
Persian Pink,#f57fc8,245,127,200,Pink
Malachite,#2af54f,42,245,79,Green
Medium Sea Green,#52b35d,82,179,93,Green
Cadet,#5e5273,94,82,115,Purple
Aquamarine,#6ff8d1,111,248,209,Green
Old Gold,#d3c94e,211,201,78,Yellow
Rackley,#53829c,83,130,156,Blue
Lapis Lazuli,#41539d,65,83,157,Blue
Persian Blue,#3528c8,53,40,200,Blue
Orange (Ryb),#f69608,246,150,8,Orange
Dark Pastel Red,#cd3a27,205,58,39,Red
Spring Green,#05fd71,5,253,113,Green
Green-Yellow,#bff339,191,243,57,Green
Rose Bonbon,#f83aa6,248,58,166,Pink
Xanadu,#6c8879,108,136,121,Grey
Lavender (Floral),#a883fd,168,131,253,Purple
Fuchsia (Crayola),#e251c5,226,81,197,Pink
Green (Crayola),#1dc15b,29,193,91,Green
Electric Blue,#5ff5f1,95,245,241,Blue
Rusty Red,#d72b3d,215,43,61,Red
Veronica,#c228f2,194,40,242,Pink
Light Red Ochre,#e55854,229,88,84,Red
Olive Drab (Web) (Olive Drab #3),#709815,112,152,21,Green
Dark Scarlet,#530c13,83,12,19,Brown
Hot Magenta,#f018df,240,24,223,Pink
Tyrian Purple,#670444,103,4,68,Purple
Napier Green,#347a14,52,122,20,Green
Medium Slate Blue,#776ae0,119,106,224,Blue
Violet-Blue,#3343a8,51,67,168,Blue
Violet (Ryb),#811bc4,129,27,196,Purple
Moonstone Blue,#80b2b7,128,178,183,Blue
Ufo Green,#3bfe58,59,254,88,Green
Medium Aquamarine,#7be1aa,123,225,170,Green
Fuchsia (Crayola),#dd59bf,221,89,191,Pink
Cadet Blue,#6aa58b,106,165,139,Green
Zaffre,#0d169f,13,22,159,Blue
Paris Green,#51d96b,81,217,107,Green
Pink Sherbet,#f485a8,244,133,168,Pink
Royal Blue (Web),#2569d9,37,105,217,Blue
Antique Ruby,#8d1a2a,141,26,42,Red
Green (Ryb),#75b631,117,182,49,Green
Bleu De France,#3fade5,63,173,229,Blue
Mint,#38a58f,56,165,143,Green
Regalia,#4e1f83,78,31,131,Purple
Fuchsia (Crayola),#d155b2,209,85,178,Pink
India Green,#109418,16,148,24,Green
Veronica,#ba21d9,186,33,217,Pink
Lime Green,#28bf4e,40,191,78,Green
Napier Green,#316d0b,49,109,11,Green
Royal Blue (Web),#546fdb,84,111,219,Blue
Dark Lavender,#6a4b94,106,75,148,Purple
Tiger'S Eye,#e38146,227,129,70,Orange
Rosewood,#5e0306,94,3,6,Brown
Medium Orchid,#c847f2,200,71,242,Pink
Brass,#b8c243,184,194,67,Yellow
Dark Tan,#8f8c4b,143,140,75,Green
Spring Bud,#a6e419,166,228,25,Green
Myrtle,#2c3d06,44,61,6,Green
Asparagus,#6fa55d,111,165,93,Green
Ceil,#87a6cb,135,166,203,Blue
Harvard Crimson,#d50212,213,2,18,Red
Tea Green,#d0f7d3,208,247,211,Green
Turquoise,#3ef2b4,62,242,180,Green
Celadon Green,#28907b,40,144,123,Green
Lavender (Floral),#bd75d6,189,117,214,Pink
Olive Drab (Web) (Olive Drab #3),#649c16,100,156,22,Green
Sap Green,#4c7d30,76,125,48,Green
Fern Green,#3b7946,59,121,70,Green
Medium Red-Violet,#ba258c,186,37,140,Pink
Blue-Green,#0d92ba,13,146,186,Blue
Eton Blue,#98cd9c,152,205,156,Green
Indian Red,#bc625c,188,98,92,Red
Dark Coral,#c45f46,196,95,70,Brown
Medium Sea Green,#3cad4e,60,173,78,Green
Dark Byzantium,#471a54,71,26,84,Purple
Royal Blue (Web),#4b75e7,75,117,231,Blue
Fire Engine Red,#d72223,215,34,35,Red
Gamboge,#de9811,222,152,17,Orange
Han Purple,#5d35f2,93,53,242,Blue
Otter Brown,#663a19,102,58,25,Brown
Pale Blue,#b0f1e3,176,241,227,Green
Xanadu,#669676,102,150,118,Green
Medium Turquoise,#42fcbc,66,252,188,Green
Medium Aquamarine,#6bf3b3,107,243,179,Green
Verdigris,#3fb49f,63,180,159,Green
Aquamarine,#62f4dd,98,244,221,Green
Purple Heart,#6e189e,110,24,158,Purple
Thistle,#d0b2d8,208,178,216,Purple
Medium Orchid,#b759fa,183,89,250,Purple
Rose Quartz,#a78aa8,167,138,168,Purple
Purple (Html/Css),#7e0995,126,9,149,Purple
Han Purple,#5416d7,84,22,215,Blue
Dark Slate Blue,#5a4685,90,70,133,Blue
Violet-Blue,#4224b9,66,36,185,Blue
Heliotrope,#d642f8,214,66,248,Pink
Violet (Web),#eb65f0,235,101,240,Pink
Citrine,#e7d91f,231,217,31,Yellow
Ufo Green,#33ed6e,51,237,110,Green
Cadmium Orange,#fb8129,251,129,41,Orange
Vivid Cerise,#db0b87,219,11,135,Pink
Bright Cerulean,#1ea1ea,30,161,234,Blue
Blue (Ryb),#0e40ee,14,64,238,Blue
Pale Cornflower Blue,#b6c5f4,182,197,244,Blue
Antique Ruby,#921930,146,25,48,Red
Dark Jungle Green,#1f1e31,31,30,49,Black
Neon Green,#37fb1c,55,251,28,Green
Bulgarian Rose,#4c0205,76,2,5,Brown
Aquamarine,#7be4db,123,228,219,Blue
Midnight Blue,#111f72,17,31,114,Blue
Asparagus,#90aa79,144,170,121,Green
Dark Green,#083233,8,50,51,Green
Vivid Burgundy,#9f063c,159,6,60,Red
Taupe Gray,#8c8b94,140,139,148,Grey
Indian Red,#da5a58,218,90,88,Red
Granny Smith Apple,#b4e0a0,180,224,160,Green
Byzantine,#ac419f,172,65,159,Purple
Light Sea Green,#1bcbb1,27,203,177,Green
Midnight Blue,#11035b,17,3,91,Blue
Paris Green,#4dcb7c,77,203,124,Green
Dark Sea Green,#7ab990,122,185,144,Green
Violet-Blue,#4c40ae,76,64,174,Blue
Flame,#df5712,223,87,18,Orange
Midnight Blue,#0f0a5f,15,10,95,Blue
Amaranth,#db1f52,219,31,82,Red
Caribbean Green,#19e28b,25,226,139,Green
Palatinate Blue,#3e31df,62,49,223,Blue
Ucla Blue,#58618f,88,97,143,Blue
Dark Pastel Green,#14bd41,20,189,65,Green
Crimson,#d9133e,217,19,62,Red
Umber,#66704a,102,112,74,Green
Purple (Html/Css),#80187d,128,24,125,Purple
Pear,#cbe921,203,233,33,Yellow
Pearly Purple,#9f69aa,159,105,170,Purple
Kelly Green,#49c907,73,201,7,Green
University Of California Gold,#ad881f,173,136,31,Brown
Blue-Violet,#8911e5,137,17,229,Purple
Celestial Blue,#4591e0,69,145,224,Blue
Cyan (Process),#02c6e6,2,198,230,Blue
Ua Red,#e3044b,227,4,75,Red
Glitter,#d2ebee,210,235,238,Blue
Persian Blue,#2a29c8,42,41,200,Blue
Purple (Html/Css),#6d0c76,109,12,118,Purple
Ufo Green,#45d178,69,209,120,Green
Wild Blue Yonder,#9ea9e0,158,169,224,Purple
Harvard Crimson,#c10114,193,1,20,Red
Copper,#be782e,190,120,46,Brown
Stormcloud,#505f61,80,95,97,Grey
Dark Pastel Red,#c7311d,199,49,29,Red
Avocado,#4d7f0c,77,127,12,Green
Periwinkle,#bcb8fe,188,184,254,Purple
Dollar Bill,#82d852,130,216,82,Green
Asparagus,#79a165,121,161,101,Green
Dark Spring Green,#1a824d,26,130,77,Green
Electric Ultramarine,#3908ef,57,8,239,Blue
Myrtle,#203402,32,52,2,Green
Majorelle Blue,#4a47e4,74,71,228,Blue
Saffron,#ebcd32,235,205,50,Yellow
Islamic Green,#06a706,6,167,6,Green
Fern Green,#478e40,71,142,64,Green
Magenta (Dye),#be1d7f,190,29,127,Pink
Hooker'S Green,#42797d,66,121,125,Grey
Indigo (Web),#4a0a74,74,10,116,Purple
Green (Ryb),#68d931,104,217,49,Green
Grullo,#a98a87,169,138,135,Brown
Lime Green,#50ee43,80,238,67,Green
Sky Blue,#74cfe0,116,207,224,Blue
Safety Orange (Blaze Orange),#fd6611,253,102,17,Orange
Sea Green,#2ba660,43,166,96,Green
Deep Cerise,#dd3b85,221,59,133,Pink
Vegas Gold,#c8aa53,200,170,83,Brown
Coral,#f08a54,240,138,84,Orange
Dark Slate Blue,#413a89,65,58,137,Blue
St. Patrick'S Blue,#1d2958,29,41,88,Blue
Hot Pink,#f85abc,248,90,188,Pink
Pale Magenta,#fa73e7,250,115,231,Pink
Harlequin,#3cfb09,60,251,9,Green
Medium Aquamarine,#5ff2b9,95,242,185,Green
Flame,#e05910,224,89,16,Orange
Jade,#08b969,8,185,105,Green
Medium Spring Green,#18f4bb,24,244,187,Green
Medium Spring Bud,#d1e983,209,233,131,Green
Royal Azure,#033cba,3,60,186,Blue
Electric Purple,#bb0ef0,187,14,240,Purple
Violet (Web),#ea80ec,234,128,236,Pink
Dark Sea Green,#79b59c,121,181,156,Green
Olive Drab (Web) (Olive Drab #3),#759a0e,117,154,14,Green
Jazzberry Jam,#9a0a6a,154,10,106,Purple
Hot Pink,#f76fb8,247,111,184,Pink
Cal Poly Green,#21512f,33,81,47,Green
Cambridge Blue,#a6b6b3,166,182,179,Grey
Blush,#dd577c,221,87,124,Pink
Tea Green,#d9f4c8,217,244,200,Green
Vivid Burgundy,#9c2432,156,36,50,Red
Deep Lilac,#a35ba8,163,91,168,Purple
Pear,#bcd717,188,215,23,Green
Crimson,#dc122e,220,18,46,Red
Ball Blue,#08b0ce,8,176,206,Blue
Malachite,#28df4e,40,223,78,Green
Pale Green,#81f7a3,129,247,163,Green
Persian Indigo,#39108d,57,16,141,Blue
Inchworm,#a7e76c,167,231,108,Green
Aquamarine,#63e7df,99,231,223,Blue
Ufo Green,#2efb6b,46,251,107,Green
Sea Blue,#03748c,3,116,140,Blue
Pale Pink,#f3d3d9,243,211,217,Pink
Medium Purple,#978dec,151,141,236,Purple
Lavender (Web),#d4e6ef,212,230,239,Grey
Violet (Ryb),#7515a7,117,21,167,Purple
Amethyst,#8063d3,128,99,211,Purple
Persian Pink,#f177c1,241,119,193,Pink
Android Green,#9bc63a,155,198,58,Green
Twilight Lavender,#854679,133,70,121,Purple
Medium Aquamarine,#5feb90,95,235,144,Green
Ash Grey,#bbcfb1,187,207,177,Green
Han Blue,#4e74d0,78,116,208,Blue
French Beige,#a38c62,163,140,98,Brown
Dim Gray,#5e6d6e,94,109,110,Grey
Dark Lavender,#5d508c,93,80,140,Purple
Deep Magenta,#c81dcf,200,29,207,Pink
Paris Green,#57dc7b,87,220,123,Green
Deep Carmine,#b4193f,180,25,63,Red
Yellow-Green,#75d23e,117,210,62,Green
Purple Pizzazz,#db3deb,219,61,235,Pink
Carmine Pink,#f14f55,241,79,85,Red
Tyrian Purple,#690151,105,1,81,Purple
Persimmon,#ed6e06,237,110,6,Orange
Light Green,#82ed90,130,237,144,Green
Avocado,#4f6c08,79,108,8,Green
Blue (Pigment),#3632a2,54,50,162,Blue
Bronze,#d38b2e,211,139,46,Orange
French Raspberry,#bb3650,187,54,80,Red
Glaucous,#586fb2,88,111,178,Blue
Cobalt,#0342b4,3,66,180,Blue
Pale Carmine,#aa4329,170,67,41,Brown
Imperial Blue,#0d239c,13,35,156,Blue
Tangelo,#f75113,247,81,19,Orange
Little Boy Blue,#54b4db,84,180,219,Blue
Shocking Pink,#f611ae,246,17,174,Pink
Byzantine,#99359c,153,53,156,Purple
United Nations Blue,#51b6e7,81,182,231,Blue
Iris,#644cbb,100,76,187,Purple
Mulberry,#c24195,194,65,149,Pink
Medium Blue,#210cd1,33,12,209,Blue
Royal Blue (Web),#3d7ddc,61,125,220,Blue
Rich Electric Blue,#2293d3,34,147,211,Blue
Electric Blue,#77fdf8,119,253,248,Blue
Electric Purple,#b704e5,183,4,229,Purple
Vivid Cerise,#d70f8c,215,15,140,Pink
St. Patrick'S Blue,#26317a,38,49,122,Blue
Timberwolf,#dee7d2,222,231,210,Green
Ruddy Pink,#ea9293,234,146,147,Red
Pear,#dedc2a,222,220,42,Yellow
Pear,#cfe839,207,232,57,Green
Ufo Green,#34e77f,52,231,127,Green
Turquoise,#33d3ec,51,211,236,Blue
Mantis,#66c157,102,193,87,Green
Light Sky Blue,#90bdfe,144,189,254,Blue
Persian Blue,#1329d0,19,41,208,Blue
Ruby Red,#971326,151,19,38,Red
Han Purple,#6c27f3,108,39,243,Purple
Sand,#c9ab72,201,171,114,Brown
Verdigris,#38bfaf,56,191,175,Green
Plum (Traditional),#993a90,153,58,144,Purple
Light Taupe,#a68d73,166,141,115,Brown
Han Purple,#4227f0,66,39,240,Blue
Ucla Blue,#43659d,67,101,157,Blue
Dark Raspberry,#8e254d,142,37,77,Red
Laurel Green,#a2c19a,162,193,154,Green
Rubine Red,#d2036b,210,3,107,Pink
Psychedelic Purple,#ef08f2,239,8,242,Pink
Sandstorm,#f6cd4c,246,205,76,Yellow
Paris Green,#64be7b,100,190,123,Green
Ultramarine,#0b1691,11,22,145,Blue
Cotton Candy,#fdb4ee,253,180,238,Pink
Medium Sea Green,#2abe6d,42,190,109,Green
Green (Crayola),#24b374,36,179,116,Green
Medium Aquamarine,#56da93,86,218,147,Green
Pink Pearl,#e4aac5,228,170,197,Pink
Electric Purple,#b209e1,178,9,225,Purple
Purple (Munsell),#9b06bd,155,6,189,Purple
Sky Blue,#70cddd,112,205,221,Blue
Blush,#d7578b,215,87,139,Pink
Hooker'S Green,#487b7e,72,123,126,Green
Neon Fuchsia,#f3506c,243,80,108,Red
Tuscan Red,#79504f,121,80,79,Brown
Maroon (Crayola),#bf284a,191,40,74,Red
Rust,#b63a19,182,58,25,Brown
Glaucous,#6283d2,98,131,210,Blue
Persian Indigo,#290058,41,0,88,Blue
Rufous,#a50e09,165,14,9,Brown
Dark Sea Green,#7bc19c,123,193,156,Green
Turquoise,#3cdadb,60,218,219,Blue
Deep Carrot Orange,#f37331,243,115,49,Orange
Oxford Blue,#060837,6,8,55,Blue
Razzmatazz,#df2869,223,40,105,Pink
Aquamarine,#85f5c4,133,245,196,Green
Blue-Violet,#7c1fe9,124,31,233,Blue
Dark Sienna,#390835,57,8,53,Purple
Electric Ultramarine,#2d02fe,45,2,254,Blue
Vivid Tangerine,#f39e8a,243,158,138,Red
Dollar Bill,#95b44e,149,180,78,Green
Medium Spring Green,#02fe9b,2,254,155,Green
Medium Spring Green,#2df097,45,240,151,Green
Rose Bonbon,#ef329f,239,50,159,Pink
Olivine,#a1b25d,161,178,93,Green
Rich Lavender,#a767ef,167,103,239,Purple
Avocado,#628609,98,134,9,Green
Powder Blue (Web),#b4deda,180,222,218,Green
Pale Violet-Red,#d66393,214,99,147,Pink
Maya Blue,#4db0f8,77,176,248,Blue
Yellow-Green,#9ae43b,154,228,59,Green
Palatinate Blue,#260fe9,38,15,233,Blue
Dark Jungle Green,#1e1a33,30,26,51,Black
Fuchsia (Crayola),#b84fbd,184,79,189,Purple
Pale Robin Egg Blue,#77dcd1,119,220,209,Blue
Pale Silver,#d4c0a7,212,192,167,Brown
Dim Gray,#716b65,113,107,101,Grey
Bright Ube,#d895f3,216,149,243,Pink
Moonstone Blue,#89b2c1,137,178,193,Blue
Jazzberry Jam,#a70a45,167,10,69,Red
Islamic Green,#059d08,5,157,8,Green
Mountbatten Pink,#986e8f,152,110,143,Purple
Blush,#cf638b,207,99,139,Pink
Citrine,#cecf00,206,207,0,Yellow
Bright Cerulean,#11a1dc,17,161,220,Blue
Fern Green,#44913e,68,145,62,Green
Gainsboro,#dedcee,222,220,238,Purple
Medium Turquoise,#46b9ea,70,185,234,Blue
Mint Green,#a0fe9a,160,254,154,Green
Phthalo Green,#0c3b1b,12,59,27,Green
Royal Blue (Web),#485be5,72,91,229,Blue
Pastel Green,#72de5c,114,222,92,Green
Royal Azure,#0539b6,5,57,182,Blue
Brilliant Rose,#f252a8,242,82,168,Pink
Lime (Web) (X11 Green),#08f00e,8,240,14,Green
Pistachio,#93e262,147,226,98,Green
Inchworm,#9fe85d,159,232,93,Green
Medium Turquoise,#45bcdb,69,188,219,Blue
Dark Pastel Green,#06c25e,6,194,94,Green
Zinnwaldite Brown,#1f1e02,31,30,2,Brown
Bright Cerulean,#16b7d1,22,183,209,Blue
Dark Violet,#8603cf,134,3,207,Purple
Olivine,#a5ac71,165,172,113,Green
Ferrari Red,#da2704,218,39,4,Red
Ucla Blue,#536998,83,105,152,Blue
Plum (Web),#e19ec9,225,158,201,Pink
Violet-Blue,#5741b1,87,65,177,Blue
Shamrock Green,#179d57,23,157,87,Green
Purple (Html/Css),#7c1e8d,124,30,141,Purple
Byzantine,#ca33a8,202,51,168,Pink
Plum (Traditional),#813a8a,129,58,138,Purple
Pearly Purple,#b15995,177,89,149,Purple
Iris,#4b34d1,75,52,209,Blue
Carolina Blue,#97aaf1,151,170,241,Blue
Cobalt,#084eae,8,78,174,Blue
Stil De Grain Yellow,#efd160,239,209,96,Yellow
Pear,#bed21f,190,210,31,Green
Electric Blue,#75f3e8,117,243,232,Blue
Persimmon,#f16302,241,99,2,Orange
Lavender Indigo,#ac5dfa,172,93,250,Purple
Majorelle Blue,#663df5,102,61,245,Blue
Blue (Pigment),#2a27a4,42,39,164,Blue
Purple (Html/Css),#7e0864,126,8,100,Purple
Iceberg,#60b6d7,96,182,215,Blue
Android Green,#bac445,186,196,69,Green
French Beige,#a57c5c,165,124,92,Brown
Heliotrope,#dc55f3,220,85,243,Pink
Fern Green,#607539,96,117,57,Green
Light Taupe,#b19767,177,151,103,Brown
Prussian Blue,#122d4f,18,45,79,Blue
Apple Green,#6ec506,110,197,6,Green
Tyrian Purple,#5f0731,95,7,49,Purple
Lavender Indigo,#964ee9,150,78,233,Purple
Cherry Blossom Pink,#f4b7c4,244,183,196,Pink
Dark Cerulean,#284b7f,40,75,127,Blue
Mantis,#6bb577,107,181,119,Green
Medium Spring Bud,#b0d480,176,212,128,Green
Medium Turquoise,#3fe9f9,63,233,249,Blue
